OP_NOMBRE,idBudget,maxBudget,typologyBudget,yearBudget,stateBudget,stateBudgetName
21163_CPPEREZGALDOS23,21163,76641.56,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21162_PASITRASSL,21162,485462.56,REHABILITACION,2021,8,CONTRATADO
21161_CPZURBANO65,21161,112520.26,FACHADA,2021,11,NO ADJUDICADO
21160_CPRIBERADECURTIDORES16,21160,106741.92,REHABILITACION,2021,10,NO HACEN OBRA
21159_CPDOCTORGÓMEZULLA2,21159,184727.29,FACHADA,2021,3,ENTREGADO - ACTIVO
21158_CPBUITRAGODELOZOYA8A12,21158,39395.58,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21157_HEREDEROSDEANTONIOVILLALOBOSCASADOCB,21157,187866.30,FACHADA,2021,4,ENTREGADO - INACTIVO
21156_LIZAMAR,21156,143914.72,FACHADA,2021,11,NO ADJUDICADO
21155_CPYÉBENES28,21155,74221.24,ENVOLVENTE,2021,8,CONTRATADO
21154_CPGETXO3,21154,5892.05,FACHADA,2021,4,ENTREGADO - INACTIVO
21153_CPBLASDEOTERO21,21153,15285.01,REHABILITACION,2021,11,NO ADJUDICADO
21152_ARZOBISPADODEALCALÁDEH,21152,114140.48,PATRIMONIO,2021,8,CONTRATADO
21150_FERROVIAL,21150,38808.30,PATRIMONIO,2021,3,ENTREGADO - ACTIVO
21149_CPFERRAZ4,21149,92592.15,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21148_CAYOSA22SL,21148,140962.80,FACHADA,2021,11,NO ADJUDICADO
21147_CPLORENZOLLONA11,21147,54684.48,ENVOLVENTE,2021,11,NO ADJUDICADO
21146_CPPORTALDEBELÉN6,21146,39827.45,FACHADA,2021,11,NO ADJUDICADO
21145_CPCOLUMELA6,21145,19984.61,REHABILITACION,2021,11,NO ADJUDICADO
21144_CPBRONCE23,21144,191518.25,FACHADA,2021,4,ENTREGADO - INACTIVO
21142_CPRIOFUENTEBRADA5,21142,884965.00,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21141_FORONDAYBALBUENASA,21141,32952.75,REHABILITACION,2021,11,NO ADJUDICADO
21140_CPAMPARO91,21140,2627.74,REHABILITACION,2021,11,NO ADJUDICADO
21139_CPGRUPOSAGARMINAGA20,21139,284999.25,ENVOLVENTE,2021,11,NO ADJUDICADO
21138_PATRONATODELALCÁZARDESEVILLA,21138,1025046.27,PATRIMONIO,2021,11,NO ADJUDICADO
21137_PABLOBARRERABENITO,21137,175952.73,REHABILITACION,2021,8,CONTRATADO
21136_CONGRESODELOSDIPUTADOS,21136,3120.60,PATRIMONIO,2021,3,ENTREGADO - ACTIVO
21135_CPFACTOR5,21135,196995.78,FACHADA,2021,11,NO ADJUDICADO
21134_CPCORAZÓNDEMARÍA7,21134,139966.83,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21133_ARCHIDIÓCESISDESEVILLA,21133,182479.89,PATRIMONIO,2021,11,NO ADJUDICADO
21132_FUENTALAREINA82,21132,149789.16,FACHADA,2021,8,CONTRATADO
21131_CPLARIOJA14ARABA5,21131,42683.90,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21130_ESCUELADESANANTONIO,21130,138990.57,FACHADA,2021,11,NO ADJUDICADO
21129_CPCAVABAJA32,21129,125880.13,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21128_CPSANTUTXU16,21128,259956.62,ENVOLVENTE,2021,11,NO ADJUDICADO
21127_CPDUQUEDEALBA1,21127,139848.77,FACHADA,2021,4,ENTREGADO - INACTIVO
21126_CPCOSTANILLADESANANDRÉS14,21126,176148.71,REHABILITACION,2021,11,NO ADJUDICADO
21125_CPFUENCARRAL54,21125,29979.41,REHABILITACION,2021,11,NO ADJUDICADO
21124_CPALCALÁ145,21124,99747.40,FACHADA,2021,8,CONTRATADO
21123_DIPUTACIÓNDESEVILLA,21123,102014.93,PATRIMONIO,2021,11,NO ADJUDICADO
21121_CONVENTOSANTAMARÍADEJESÚS,21121,4495.39,PATRIMONIO,2021,8,CONTRATADO
21120_CPALCALDESAINZDEBARANDA12,21120,241644.31,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21119_CPALMAGRO2,21119,298288.55,FACHADA,2021,8,CONTRATADO
21118_CPKASUNE13,21118,247406.65,ENVOLVENTE,2021,11,NO ADJUDICADO
21117_CPMIGUELCORRALARAGÓN,21117,469148.48,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21114_VIALTERRA,21114,171767.61,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21113_DIPUTACIÓNDESEVILLA,21113,116182.64,PATRIMONIO,2021,11,NO ADJUDICADO
21112_CPMUNGIALDE10,21112,82548.89,ENVOLVENTE,2021,8,CONTRATADO
21111_CPBELÉN3,21111,69364.19,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21110_CPARABA6,21110,188962.49,ENVOLVENTE,2021,11,NO ADJUDICADO
21109_ARCHIDIOCESISDESEVILLA,21109,110622.23,PATRIMONIO,2021,8,CONTRATADO
21108_CPFERNÁNDEZDELAHOZ4,21108,47423.08,FACHADA,2021,11,NO ADJUDICADO
21107_REALEINMOBILI,21107,1882732.52,REHABILITACION,2021,11,NO ADJUDICADO
21106_CPSALSIDU39,21106,100324.97,ENVOLVENTE,2021,10,NO HACEN OBRA
21105_FUNDACIÓNDIOCESANAVITORIADIEZ,21105,11613.66,REHABILITACION,2021,8,CONTRATADO
21104_CPAUGUSTOFIGUEROA6,21104,35171.66,REHABILITACION,2021,8,CONTRATADO
21103_CPCARMEN27,21103,105952.28,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21102_CPYÉBENES107,21102,128374.86,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21101_CPANTONIOACUÑA7,21101,101743.04,FACHADA,2021,11,NO ADJUDICADO
21100_CPGRUPOSAGARMINAGA8,21100,684958.58,ENVOLVENTE,2021,11,NO ADJUDICADO
21099_CPATENAS5,21099,199863.12,ENVOLVENTE,2021,10,NO HACEN OBRA
21098_CPCOLEGIATA4,21098,10878.56,REHABILITACION,2021,11,NO ADJUDICADO
21096_CPCANARIAS30,21096,85744.50,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21095_CPMONTEVIDEO121,21095,801871.75,ENVOLVENTE,2021,11,NO ADJUDICADO
21094_SEDEPNV,21094,12814.20,FACHADA,2021,11,NO ADJUDICADO
21093_CPSEPÚLVEDA12,21093,249272.73,REHABILITACION,2021,10,NO HACEN OBRA
21092_CPCORREO6,21092,187581.45,FACHADA,2021,11,NO ADJUDICADO
21091_AYUNTAMIENTODETURÉGANO,21091,789233.01,PATRIMONIO,2021,3,ENTREGADO - ACTIVO
21090_CPLIBERTAD26AYB,21090,1259059.49,ENVOLVENTE,2021,2,EN ESTUDIO
21089_CPSEGOVIA15,21089,112241.63,ENVOLVENTE,2021,11,NO ADJUDICADO
21088_CALMADECOSL,21088,1194370.10,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21087_CPAZETA1,21087,746950.96,ENVOLVENTE,2021,11,NO ADJUDICADO
21086_CPPELAYO49,21086,41373.94,REHABILITACION,2021,11,NO ADJUDICADO
21085_JUNTADEANDALUCÍASERVICIOANDALUZDESALUD,21085,127685.68,FACHADA,2021,4,ENTREGADO - INACTIVO
21084_CPMARTIARTU6,21084,366171.51,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21083_CPARETXALDE159,21083,573988.27,ENVOLVENTE,2021,11,NO ADJUDICADO
21081_CPBARQUILLO10,21081,212431.24,FACHADA,2021,11,NO ADJUDICADO
21080_TURISMOYPROGRESO,21080,11800.00,FACHADA,2021,4,ENTREGADO - INACTIVO
21079_CPGASÓMETRO6-8,21079,122289.68,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21078_CPPEDRODEVALDIVIA38,21078,137420.85,FACHADA,2021,4,ENTREGADO - INACTIVO
21077_UNIVERSIDADDESANTIAGO,21077,2374156.47,PATRIMONIO,2021,11,NO ADJUDICADO
21076_CPALONSOCANO62,21076,423857.33,REHABILITACION,2021,11,NO ADJUDICADO
21075_PROPIEDAD,21075,133985.81,FACHADA,2021,11,NO ADJUDICADO
21074_CPSANVICENTEFERRER66,21074,13271.96,REHABILITACION,2021,8,CONTRATADO
21073_BISSTRUECTURES,21073,1875.60,REHABILITACION,2021,8,CONTRATADO
21071_CPSANVICENTE44,21071,75551.67,ENVOLVENTE,2021,8,CONTRATADO
21070_CPFROMISTA6,21070,229851.05,ENVOLVENTE,2021,11,NO ADJUDICADO
21069_CPRONDADESANTPAU17-19,21069,205991.51,FACHADA,2021,11,NO ADJUDICADO
21068_AGRUPACIÓNESCUNI,21068,51290.35,REHABILITACION,2021,8,CONTRATADO
21066_CPBUITRAGODELOZOYA1525,21066,318918.23,REHABILITACION,2021,11,NO ADJUDICADO
21065_CPJONARROSPIDE20-26GRALERASO2-4,21065,457378.25,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21062_CPMANUELCORTINA8,21062,59812.42,FACHADA,2021,11,NO ADJUDICADO
21061_CPCASTELLANA288,21061,181718.77,ENVOLVENTE,2021,10,NO HACEN OBRA
21060_CPARABA12,21060,105198.86,ENVOLVENTE,2021,3,ENTREGADO - ACTIVO
21059_CPRODRÍGUEZSANPEDRO65,21059,20578.29,FACHADA,2021,11,NO ADJUDICADO
21058_CPSANTACOMBA10,21058,262967.06,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21057_CPPONTEVEDRA6,21057,203980.71,ENVOLVENTE,2021,11,NO ADJUDICADO
21056_CPJOSÉMARÍAMORELOS12,21056,133586.08,ENVOLVENTE,2021,1,PENDIENTE ASIGNACION
21055_CPMANUELCHAVESNOGALES11,21055,459520.78,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21053_CPPUENTELARRA1820,21053,485583.78,REHABILITACION,2021,11,NO ADJUDICADO
21052_CPALDAPA13,21052,479993.42,ENVOLVENTE,2021,11,NO ADJUDICADO
21051_CPVENTURARODRÍGUEZ24,21051,113085.79,FACHADA,2021,11,NO ADJUDICADO
21049_BOUYGUESINMOBILI,21049,6514243.26,REHABILITACION,2021,11,NO ADJUDICADO
21048_CPBIZKARGI22,21048,63973.81,ENVOLVENTE,2021,11,NO ADJUDICADO
21046_CPVELÁZQUEZ3,21046,25915.41,ENVOLVENTE,2021,4,ENTREGADO - INACTIVO
21045_DIDRA,21045,539800.07,ENVOLVENTE,2021,11,NO ADJUDICADO
21044_CPIBÁÑEZDEBILBAO9,21044,139942.26,FACHADA,2021,11,NO ADJUDICADO
21043_CPALEXANDREHERCULANO39,21043,64620.05,REHABILITACION,2021,11,NO ADJUDICADO
21042_CPGRANVÍADELSUROESTE42,21042,2942841.86,ENVOLVENTE,2021,11,NO ADJUDICADO
21041_CPZURBANO65,21041,7610.00,FACHADA,2021,11,NO ADJUDICADO
21040_CONVENTOCORPUSCHRISTI,21040,214250.45,PATRIMONIO,2021,11,NO ADJUDICADO
21038_CPISAACALBÉNIZ31A35,21038,267439.10,REHABILITACION,2021,11,NO ADJUDICADO
21037_CPMARINAESPAÑOLA7,21037,119742.70,FACHADA,2021,11,NO ADJUDICADO
21036_CATALANAOCCIDENTE,21036,219617.30,PATRIMONIO,2021,4,ENTREGADO - INACTIVO
21035_CPMIKELDEUNA3,21035,247471.58,REHABILITACION,2021,11,NO ADJUDICADO
21034_CPALFONSOXII58,21034,333175.15,FACHADA,2021,11,NO ADJUDICADO
21033_DELING,21033,264944.55,REHABILITACION,2021,11,NO ADJUDICADO
21032_CPLOIOLAANDERDEUNA32,21032,127224.16,ENVOLVENTE,2021,11,NO ADJUDICADO
21031_ELENARAMIROHERRERO,21031,735253.17,REHABILITACION,2021,11,NO ADJUDICADO
21030_CPRIBERADELMANZANARES83,21030,87212.18,ENVOLVENTE,2021,11,NO ADJUDICADO
21029_GESSEGUROS,21029,403454.91,FACHADA,2021,11,NO ADJUDICADO
21028_CPGALICIA29,21028,259315.20,ENVOLVENTE,2021,11,NO ADJUDICADO
21027_CPBASAGOITI39B,21027,251541.67,ENVOLVENTE,2021,11,NO ADJUDICADO
21025_CPLEZEAGA21-23,21025,1899937.70,FACHADA,2021,3,ENTREGADO - ACTIVO
21024_CPKARLMARX3,21024,128597.22,FACHADA,2021,4,ENTREGADO - INACTIVO
21023_DECORIIPROYECTOSINMOBILIARIOS,21023,2799662.77,REHABILITACION,2021,11,NO ADJUDICADO
21021_CPREYESMAGOS10,21021,82377.14,FACHADA,2021,11,NO ADJUDICADO
21020_CPMARIANOCIRIQUAIN1,21020,555766.60,ENVOLVENTE,2021,11,NO ADJUDICADO
21019_CPJUANXXIII1,21019,109344.54,ENVOLVENTE,2021,11,NO ADJUDICADO
21018_CPFEIJOO10,21018,115326.33,REHABILITACION,2021,11,NO ADJUDICADO
21017_CPZABALBIDE34,21017,360956.33,ENVOLVENTE,2021,11,NO ADJUDICADO
21016_CPBOADILLADELCAMINO3,21016,599758.19,REHABILITACION,2021,4,ENTREGADO - INACTIVO
21015_CPCAMPODELATORRE19,21015,1298839.92,FACHADA,2021,11,NO ADJUDICADO
21013_MINISTERIODETRANSPORTE,21013,1132382.38,PATRIMONIO,2021,11,NO ADJUDICADO
21012_CPVILLARROEL103,21012,236955.50,FACHADA,2021,11,NO ADJUDICADO
21011_CPDOCTORGÓMEZULLA10,21011,77752.05,FACHADA,2021,4,ENTREGADO - INACTIVO
21010_BEMUSHOTELSSLU,21010,10856336.13,REHABILITACION,2021,8,CONTRATADO
21009_CPSAGARMINAGA27,21009,613994.21,ENVOLVENTE,2021,11,NO ADJUDICADO
21007_OCASOSA,21007,141785.91,FACHADA,2021,11,NO ADJUDICADO
21006_CPJUANBRAVO20,21006,82775.50,FACHADA,2021,8,CONTRATADO
21005_CPDOCTORESQUERDO21,21005,193898.53,FACHADA,2021,4,ENTREGADO - INACTIVO
21004_MADRIDREINAES15SL,21004,1587598.97,REHABILITACION,2021,11,NO ADJUDICADO
21003_CPCORREDERABAJADESANPABLO7,21003,49814.26,FACHADA,2021,11,NO ADJUDICADO
21002_CPESTORIL12,21002,239644.25,ENVOLVENTE,2021,11,NO ADJUDICADO
21001_CPMUNIBE15BIS,21001,194992.85,ENVOLVENTE,2021,11,NO ADJUDICADO
20265_CPCASTELLANA292,20265,245263.42,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20264_CPMEZO7,20264,41114.38,FACHADA,2020,11,NO ADJUDICADO
20263_CPMEZO3,20263,41114.38,FACHADA,2020,11,NO ADJUDICADO
20260_LUKYTUNDERLDA,20260,1064872.35,REHABILITACION,2020,8,CONTRATADO
20259_CPCLAUDIOCOELLO52,20259,55944.23,FACHADA,2020,4,ENTREGADO - INACTIVO
20257_CPRUADOSSOBREIROS186-208-230,20257,213438.75,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20256_CPMAZARREDO7,20256,52852.77,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20255_CPALBERTOAGUILERA33,20255,142040.71,FACHADA,2020,8,CONTRATADO
20254_CPSANLORENZO18,20254,181494.52,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20253_CPSERRANO3,20253,92890.96,FACHADA,2020,11,NO ADJUDICADO
20252_CPERCILLA42-44,20252,92669.32,ENVOLVENTE,2020,11,NO ADJUDICADO
20251_CPMENENDEZPELAYO4,20251,287329.62,ENVOLVENTE,2020,11,NO ADJUDICADO
20250_CPESPAÑA4850,20250,867630.12,ENVOLVENTE,2020,8,CONTRATADO
20249_CPGRANVÍA11,20249,138758.00,FACHADA,2020,4,ENTREGADO - INACTIVO
20248_CPBAGATZA13,20248,367997.52,ENVOLVENTE,2020,11,NO ADJUDICADO
20247_CPTXOZNA1,20247,419991.63,ENVOLVENTE,2020,11,NO ADJUDICADO
20245_CPGOYA10,20245,488117.62,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20244_CPPETUNIAS1,20244,7700.00,REHABILITACION,2020,3,ENTREGADO - ACTIVO
20243_PARROQUIA,20243,29522.00,PATRIMONIO,2020,3,ENTREGADO - ACTIVO
20242_BAREAPROYECTOSYCONSTRUCCIONESSL,20242,22850.00,FACHADA,2020,4,ENTREGADO - INACTIVO
20241_CPDIAGONAL250,20241,325874.17,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20240_CPARTEAGABEITIA30,20240,88577.61,REHABILITACION,2020,11,NO ADJUDICADO
20239_FUNDACIÓNHORTENSIAHERRERO,20239,3881181.67,PATRIMONIO,2020,11,NO ADJUDICADO
20238_JUNTADEANDALUCIA,20238,650089.29,PATRIMONIO,2020,3,ENTREGADO - ACTIVO
20237_CPNARVÁEZ39,20237,54510.54,FACHADA,2020,11,NO ADJUDICADO
20236_CPGOYA67,20236,99394.02,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20234_CPGABRIELARESTI14,20234,299675.10,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20232_CPSANTURCEVIRGENDELMAR1/MAMARIGA38,20232,1249558.51,ENVOLVENTE,2020,11,NO ADJUDICADO
20231_ARZOBISPADODEALCALÁH,20231,611529.06,PATRIMONIO,2020,3,ENTREGADO - ACTIVO
20230_CPSOLOKOETXE8,20230,1136964.67,ENVOLVENTE,2020,11,NO ADJUDICADO
20229_GERENCIAINFRAESTRUCTURAS,20229,564116.49,PATRIMONIO,2020,11,NO ADJUDICADO
20228_SAUDEAPARTAMENTOS,20228,219927.40,REHABILITACION,2020,11,NO ADJUDICADO
20226_CPATXUTEGI11,20226,154983.53,ENVOLVENTE,2020,11,NO ADJUDICADO
20224_AUDENTISSL,20224,799693.09,REHABILITACION,2020,8,CONTRATADO
20223_CPSANLORENZO3,20223,255922.34,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20222_CPCONSULADODEBILBAO5,20222,232311.29,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20221_CPKINTONE1,20221,266496.48,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20220_CPORTUÑOALANGO15,20220,45556.31,REHABILITACION,2020,11,NO ADJUDICADO
20219_CPRIBERADELMANZANARES71,20219,1182.65,FACHADA,2020,4,ENTREGADO - INACTIVO
20218_CPTRAGALGAR7,20218,69933.48,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20217_CPCONDEDEPEÑALVER76,20217,89630.49,FACHADA,2020,10,NO HACEN OBRA
20216_CPPRINCESADEÉBOLI1-5,20216,218367.18,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20214_CPBIZKAIA28,20214,214998.14,ENVOLVENTE,2020,3,ENTREGADO - ACTIVO
20213_CPSANLORENZO9,20213,982611.35,ENVOLVENTE,2020,11,NO ADJUDICADO
20212_CPNERVIÓN4,20212,352735.23,ENVOLVENTE,2020,11,NO ADJUDICADO
20211_CPOLEAGA1,20211,496350.42,ENVOLVENTE,2020,3,ENTREGADO - ACTIVO
20210_CPLEIZA2,20210,309290.22,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20209_ESTUDIOCOSTABALLENA2004SL,20209,352854.75,REHABILITACION,2020,11,NO ADJUDICADO
20207_CPENCARNACIÓN27,20207,18076.22,ENVOLVENTE,2020,8,CONTRATADO
20206_ZIKOTZ,20206,154397.43,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20205_CPGENERALPARDIÑAS9,20205,52472.50,REHABILITACION,2020,10,NO HACEN OBRA
20204_CPDOCTORESQUERDO32,20204,27927.47,FACHADA,2020,11,NO ADJUDICADO
20203_DRAGADOS,20203,298069.89,FACHADA,2020,11,NO ADJUDICADO
20202_CPFRANCISCOGÓMEZ23,20202,183973.99,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20201_CPLOZOÑO47,20201,172924.56,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20200_CPLOIOLAANDERDEUNA88ª,20200,46182.79,REHABILITACION,2020,11,NO ADJUDICADO
20199_CPPEÑOTA26,20199,2693975.64,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20198_CPSANPOLDEMAR2,20198,121394.14,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20196_PROPIEDAD,20196,6985.00,FACHADA,2020,8,CONTRATADO
20195_ARETE2016H10HOTELES,20195,8977703.47,PATRIMONIO,2020,4,ENTREGADO - INACTIVO
20193_VELAPI,20193,65856.24,FACHADA,2020,8,CONTRATADO
20192_CPCARLOSVII23,20192,135989.07,ENVOLVENTE,2020,11,NO ADJUDICADO
20191_CPLUISBRIÑAS13,20191,452516.78,ENVOLVENTE,2020,11,NO ADJUDICADO
20190_CPESPALTER7,20190,139819.76,FACHADA,2020,11,NO ADJUDICADO
20189_CPLUISLARRAINZA30,20189,520905.50,REHABILITACION,2020,11,NO ADJUDICADO
20188_EMBAJADADEINDONESIA,20188,249783.86,FACHADA,2020,8,CONTRATADO
20184_CPGRUPOITURRIBIDE13,20184,475360.75,ENVOLVENTE,2020,11,NO ADJUDICADO
20182_ARCHIDIOCESISDESEVILLA,20182,2439897.86,PATRIMONIO,2020,11,NO ADJUDICADO
20181_CPINFANTAMERCEDES96,20181,160000.00,FACHADA,2020,3,ENTREGADO - ACTIVO
20180_CPODONNELL8,20180,76189.27,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20179_CPGENERALCASTAÑOS46,20179,10334.24,REHABILITACION,2020,11,NO ADJUDICADO
20178_CPSANTIAGOAPOSTOL1Y2,20178,186550.50,ENVOLVENTE,2020,11,NO ADJUDICADO
20177_CPVALCARLOS7,20177,20178.58,REHABILITACION,2020,10,NO HACEN OBRA
20176_CPCARLOSIII3,20176,75273.48,FACHADA,2020,11,NO ADJUDICADO
20175_CPANDIKOLLANO3,20175,226163.24,ENVOLVENTE,2020,11,NO ADJUDICADO
20174_EMBAJADADEALEMANIA,20174,4545939.22,REHABILITACION,2020,11,NO ADJUDICADO
20173_CPHEROS13,20173,116171.74,ENVOLVENTE,2020,8,CONTRATADO
20172_CPCORREDERABAJADESANPABLO18,20172,36563.39,REHABILITACION,2020,11,NO ADJUDICADO
20171_CPMADERA39,20171,78984.81,REHABILITACION,2020,8,CONTRATADO
20170_GENERALI,20170,862472.31,ENVOLVENTE,2020,11,NO ADJUDICADO
20169_INTERSETA,20169,1134382.73,REHABILITACION,2020,11,NO ADJUDICADO
20168_ARZOBISPADODEVALENCIA,20168,10409.27,PATRIMONIO,2020,8,CONTRATADO
20167_CPARGENSOLA11,20167,114675.12,REHABILITACION,2020,11,NO ADJUDICADO
20166_CPSANATONIO20,20166,707717.13,ENVOLVENTE,2020,11,NO ADJUDICADO
20165_CPSANATONIO18,20165,765798.86,ENVOLVENTE,2020,11,NO ADJUDICADO
20164_CPMUGURUZA11,20164,107856.19,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20163_CPPUERTORICO11,20163,111390.76,REHABILITACION,2020,8,CONTRATADO
20162_CPBARRIOAXPE22,20162,58594.74,FACHADA,2020,4,ENTREGADO - INACTIVO
20160_CPSANTABRÍGIDA21,20160,146373.77,REHABILITACION,2020,8,CONTRATADO
20159_CPBIDEGAÍN12,20159,123357.66,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20158_KENNEDYWILSON,20158,3722252.27,REHABILITACION,2020,8,CONTRATADO
20157_EUROGLOBALINVESTMENTSSL,20157,2281304.16,REHABILITACION,2020,11,NO ADJUDICADO
20156_CPLARRA1,20156,66192.54,PATRIMONIO,2020,4,ENTREGADO - INACTIVO
20155_MAZABI,20155,5527883.37,REHABILITACION,2020,8,CONTRATADO
20154_INDITEX,20154,75175.00,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20153_GERENCIADEURBANISMO,20153,17273807.35,PATRIMONIO,2020,3,ENTREGADO - ACTIVO
20152_CPGUETARIA62,20152,253254.64,ENVOLVENTE,2020,8,CONTRATADO
20151_CICLOACTIVOINVERSIONESSL,20151,2512538.13,REHABILITACION,2020,11,NO ADJUDICADO
20150_CPBRETÓNDELOSHERREROS46,20150,326463.39,FACHADA,2020,8,CONTRATADO
20149_CPSANTOVENIA16,20149,100916.30,ENVOLVENTE,2020,11,NO ADJUDICADO
20148_CPVIÑUELAS1-7,20148,108232.77,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20147_ADIF-PRESIDENCIA,20147,2965679.98,PATRIMONIO,2020,11,NO ADJUDICADO
20146_REALFUNDACIÓNPATRONATOVIVIENDASSEVILLA,20146,651316.18,PATRIMONIO,2020,3,ENTREGADO - ACTIVO
20145_AYUNTAMIENTODESEVILLA,20145,563502.73,PATRIMONIO,2020,3,ENTREGADO - ACTIVO
20144_AYUNTAMIENTODESEVILLA,20144,523281.40,PATRIMONIO,2020,11,NO ADJUDICADO
20143_CPESTEBAÑEZCALDERÓN7,20143,139969.62,FACHADA,2020,4,ENTREGADO - INACTIVO
20141_CPURKIOLA1,20141,34996.76,REHABILITACION,2020,11,NO ADJUDICADO
20138_AYUNTAMIENTODECORTEGANA,20138,411130.29,PATRIMONIO,2020,8,CONTRATADO
20137_CPABATXOLO27,20137,146164.24,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20135_CPHILARIÓNESLAVA2,20135,36963.35,REHABILITACION,2020,4,ENTREGADO - INACTIVO
"20134_CPVILLAMARI58
",20134,69653.75,PATRIMONIO,2020,4,ENTREGADO - INACTIVO
20133_CPNICOLÁSMORALES44,20133,595321.56,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20132_CPESPAÑA40-42,20132,255433.23,REHABILITACION,2020,11,NO ADJUDICADO
20131_CEMMANAGEMENTSA,20131,2725914.66,REHABILITACION,2020,8,CONTRATADO
20130_CPALCALÁ78,20130,93631.47,PATRIMONIO,2020,4,ENTREGADO - INACTIVO
20129_CPCEBREROS58,20129,126814.28,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20128_CPCEBREROS65,20128,128782.37,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20125_COLEGIOJESÚS-MARÍA,20125,28855.00,REHABILITACION,2020,8,CONTRATADO
20122_CPDOCTORCASAL15,20122,64189.07,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20121_CPELORRIAGA6,20121,279803.08,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20120_DIOCESISDEALMERÍA,20120,501867.86,PATRIMONIO,2020,3,ENTREGADO - ACTIVO
20119_CPARTURODUO13,20119,104595.60,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20118_CPARRIAGANA8,20118,212926.60,REHABILITACION,2020,11,NO ADJUDICADO
20117_CPSANBERNARDO112,20117,461992.99,FACHADA,2020,11,NO ADJUDICADO
20116_CPARIBAI57,20116,343230.67,FACHADA,2020,11,NO ADJUDICADO
20114_CÍRCULODEBELLASARTES,20114,88215.02,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20113_CPSANISIDORODESEVILLA4,20113,393865.08,REHABILITACION,2020,8,CONTRATADO
20112_ARZOBISPADODEMADRID,20112,270099.18,PATRIMONIO,2020,11,NO ADJUDICADO
20111_COLEGIONUESTRASRADELPILAR,20111,516852.78,FACHADA,2020,8,CONTRATADO
20110_CPARABA6,20110,151341.29,ENVOLVENTE,2020,4,ENTREGADO - INACTIVO
20109_GENERALI,20109,74578.79,REHABILITACION,2020,4,ENTREGADO - INACTIVO
20108_CPMENENDEZPIDAL13,20108,1272826.27,FACHADA,2020,11,NO ADJUDICADO
20107_MILLENIUMHOTELREALSTATE,20107,1089255.99,REHABILITACION,2020,11,NO ADJUDICADO
20105_URANIAENTERPRISES,20105,216370.91,REHABILITACION,2020,11,NO ADJUDICADO
20102_ORDENHOSPITALARIADESANJUANDEDIOS,20102,419827.72,REHABILITACION,2020,4,ENTREGADO - INACTIVO
