OP_NOMBRE,TIPOLOGIA,ESTADO_SEGUIMIENTO,FECHA_RECOGIDA_REAL,fecha_RRR,Importe_MAX
20255_CPALBERTOAGUILERA33,FACHADA,08 CONTRATADO,1/12/2020,2020-12-01 00:00,"€142040,71"
21028_CPGALICIA29,ENVOLVENTE,11 NO ADJUDICADO,27/1/2021,2021-01-27 00:00,"€259315,20"
21225_CPKINTONE5,FACHADA,08 CONTRATADO,8/4/2020,2020-04-08 00:00,"€58815,19"
17081_CPSANTAFE2,OTROS,11 NO ADJUDICADO,21/12/2015,2015-12-21 00:00,"€485456,62"
15259_FUNDACIÓNPATRIMONIOHISTÓRICODENAVARRA,PATRIMONIO,11 NO ADJUDICADO,7/8/2015,2015-08-07 00:00,"€484553,47"
20182_ARCHIDIOCESISDESEVILLA,PATRIMONIO,11 NO ADJUDICADO,30/7/2020,2020-07-30 00:00,"€2439897,86"
16366_EUROSIC,REHABILITACION,08 CONTRATADO,14/11/2016,2016-11-14 00:00,"€1975133,67"
21161_CPZURBANO65,FACHADA,11 NO ADJUDICADO,12/2/2021,2021-02-12 00:00,"€112520,26"
18048_CPLUISETXEBARRIA10,FACHADA,11 NO ADJUDICADO,11/1/2018,2018-01-11 00:00,"€55495,36"
17052_CPAUTONOMÍA21ACTUACIÓN2,FACHADA,11 NO ADJUDICADO,16/1/2017,2017-01-16 00:00,"€131901,50"
20094_SCANLANDPROJECT,REHABILITACION,11 NO ADJUDICADO,8/4/2020,2020-04-08 00:00,"€389448,30"
20044_CPLUISMITJANS14,FACHADA,08 CONTRATADO,12/2/2020,2020-02-12 00:00,"€159716,43"
16353_MANOTERASCP,REHABILITACION,08 CONTRATADO,2/11/2016,2016-11-02 00:00,"€117698,75"
17189_CPJUANDEGARAY8,FACHADA,04 ENTREGADO - INACTIVO,22/5/2017,2017-05-22 00:00,"€169903,24"
15164_IPCE,PATRIMONIO,11 NO ADJUDICADO,18/5/2015,2015-05-18 00:00,"€15480,00"
18003_CPKUKULLU6971-73,FACHADA,11 NO ADJUDICADO,20/12/2017,2017-12-20 00:00,"€378709,34"
16199_CPVALLEDEBAZTAN6,REHABILITACION,08 CONTRATADO,9/6/2016,2016-06-09 00:00,"€108902,29"
18362_ASOCIACIÓNNUEVORASTRO,PATRIMONIO,03 ENTREGADO - ACTIVO,12/10/2018,2018-10-12 00:00,"€38000,00"
15296_CASADEAMÉRICA,FACHADA,11 NO ADJUDICADO,30/11/2015,2015-11-30 00:00,"€57549,24"
17374_MINISTERIODECULTURAGERENCIAYURBANISMO,PATRIMONIO,11 NO ADJUDICADO,27/10/2017,2017-10-27 00:00,"€850775,11"
21271_CPSERRANO44,FACHADA,11 NO ADJUDICADO,24/11/2021,2021-11-24 00:00,"€59848,25"
15045_ZURICHFINANCIALSERVICES,OTROS,11 NO ADJUDICADO,5/2/2015,2015-02-05 00:00,"€4466,00"
17289_CPARETXALDE160,REHABILITACION,04 ENTREGADO - INACTIVO,20/9/2017,2017-09-20 00:00,"€23329,06"
15356_CPJUANCARDONA5,REHABILITACION,11 NO ADJUDICADO,15/12/2015,2015-12-15 00:00,"€52883,85"
18348_IBERDROLA,PATRIMONIO,03 ENTREGADO - ACTIVO,20/10/2018,2018-10-20 00:00,"€136555,20"
18131_AVINTIACONSTRUCCIÓN,PATRIMONIO,11 NO ADJUDICADO,19/4/2018,2018-04-19 00:00,"€2014250,00"
17156_CPGOBELAURRE11,REHABILITACION,11 NO ADJUDICADO,6/4/2017,2017-04-06 00:00,"€39209,50"
16059_BANCODEESPAÑA,PATRIMONIO,11 NO ADJUDICADO,28/12/2015,2015-12-28 00:00,"€197891,94"
16050_CPMARQUÉSDELAHERMIDA14,FACHADA,11 NO ADJUDICADO,27/1/2016,2016-01-27 00:00,"€233397,63"
20170_GENERALI,ENVOLVENTE,11 NO ADJUDICADO,13/7/2020,2020-07-13 00:00,"€862472,31"
18229_CPLUISMITJANS17,REHABILITACION,04 ENTREGADO - INACTIVO,6/6/2018,2018-06-06 00:00,"€202678,06"
17386_CPVALSERRANO10,REHABILITACION,08 CONTRATADO,12/12/2017,2017-12-12 00:00,"€161120,66"
18050_PRADOYSOMOSIERRASL,PATRIMONIO,08 CONTRATADO,18/1/2018,2018-01-18 00:00,"€999624,76"
18112_CPPINARDESOMOSAGUAS89EDIFFOROSOM,FACHADA,11 NO ADJUDICADO,19/2/2018,2018-02-19 00:00,"€56931,46"
19065_SUELOYVIVIENDADEARAGÓN,PATRIMONIO,11 NO ADJUDICADO,16/2/2019,2019-02-16 00:00,"€367343,82"
21056_CPJOSÉMARÍAMORELOS12,ENVOLVENTE,11 NO ADJUDICADO,12/2/2021,2021-02-12 00:00,"€133586,08"
16074_AYUNTAMIENTODETEMBLEQUE,PATRIMONIO,11 NO ADJUDICADO,24/2/2016,2016-02-24 00:00,"€231335,12"
18134_CPMARAGALL263,FACHADA,11 NO ADJUDICADO,5/4/2018,2018-04-05 00:00,"€158893,75"
17349_CPMODESTOLAFUENTE60,FACHADA,04 ENTREGADO - INACTIVO,6/11/2017,2017-11-06 00:00,"€40612,74"
19041_CPCALABRIA196,REHABILITACION,11 NO ADJUDICADO,7/1/2019,2019-01-07 00:00,"€35862,90"
19223_CPMARGARITAS2,ENVOLVENTE,11 NO ADJUDICADO,12/8/2019,2019-08-12 00:00,"€237179,33"
19034_FIDALIA-ADIF,PATRIMONIO,03 ENTREGADO - ACTIVO,18/12/2019,2019-12-18 00:00,"€1559149,33"
15320_CPSANTAANA15,ENVOLVENTE,04 ENTREGADO - INACTIVO,17/9/2015,2015-09-17 00:00,"€73304,63"
16355_CPGERNIKAKOARBOLA26BARAKALDO,FACHADA,11 NO ADJUDICADO,27/10/2016,2016-10-27 00:00,"€49978,26"
21066_CPBUITRAGODELOZOYA1525,REHABILITACION,11 NO ADJUDICADO,23/3/2021,2021-03-23 00:00,"€318918,23"
18231_CPLUISBUÑUEL2COVIBAR,ENVOLVENTE,10 NO HACEN OBRA,8/5/2018,2018-05-08 00:00,"€177757,00"
18054_CPSANEUGENIO3,REHABILITACION,08 CONTRATADO,6/2/2018,2018-02-06 00:00,"€162119,94"
16345_CPZUMALAKARREGUI115,ENVOLVENTE,11 NO ADJUDICADO,25/10/2016,2016-10-25 00:00,"€581382,07"
16090_SAICC,PATRIMONIO,03 ENTREGADO - ACTIVO,10/2/2016,2016-02-10 00:00,"€320775,20"
18032_CPFERNANFLOR8,FACHADA,11 NO ADJUDICADO,22/1/2018,2018-01-22 00:00,"€38675,84"
15321_MINISTERIODECULTURA,PATRIMONIO,11 NO ADJUDICADO,27/10/2015,2015-10-27 00:00,"€159106,91"
15317_CPURKIOLA2-4-6-8BIDEZABAL1-3,REHABILITACION,04 ENTREGADO - INACTIVO,20/10/2015,2015-10-20 00:00,"€283957,47"
16075_ARZOBISPADODEMADRID,PATRIMONIO,03 ENTREGADO - ACTIVO,22/2/2016,2016-02-22 00:00,"€219417,16"
15074_DIPUTACIÓNDEBARCELONA,FACHADA,11 NO ADJUDICADO,17/2/2015,2015-02-17 00:00,"€9946,00"
15016_CPCASANOVA154,FACHADA,11 NO ADJUDICADO,12/1/2015,2015-01-12 00:00,"€33688,00"
18367_CPSANTURCEJUANDEGARAY14,ENVOLVENTE,04 ENTREGADO - INACTIVO,24/10/2018,2018-10-24 00:00,"€69726,73"
16062_SALSAINMOBILIARIA,REHABILITACION,03 ENTREGADO - ACTIVO,,2023-11-21 10:34,"€368781,51"
17283_CPDOCTORACHUCARRO10,REHABILITACION,04 ENTREGADO - INACTIVO,5/9/2017,2017-09-05 00:00,"€16685,54"
17047_CPTOMÁSBORRÁS13,FACHADA,11 NO ADJUDICADO,12/1/2017,2017-01-12 00:00,"€59929,12"
16100_CPGENERALEGUIA10,FACHADA,11 NO ADJUDICADO,21/1/2016,2016-01-21 00:00,"€38518,25"
18265_CPSANTANDER2,ENVOLVENTE,11 NO ADJUDICADO,28/6/2018,2018-06-28 00:00,"€254450,70"
15242_FERROVIAL,FACHADA,11 NO ADJUDICADO,22/7/2015,2015-07-22 00:00,"€167781,29"
17031_CPGODELLA191,REHABILITACION,10 NO HACEN OBRA,17/1/2017,2017-01-17 00:00,"€197222,35"
19017_CPRAFAELAYBARRA78,ENVOLVENTE,08 CONTRATADO,5/1/2019,2019-01-05 00:00,"€295713,85"
18171_CPTEMPLARIOS1,ENVOLVENTE,10 NO HACEN OBRA,5/4/2018,2018-04-05 00:00,"€148415,00"
21181_CPGENERALARRANDO7,FACHADA,11 NO ADJUDICADO,17/6/2021,2021-06-17 00:00,"€26860,45"
19035_CPGALILEO68,REHABILITACION,11 NO ADJUDICADO,29/11/2018,2018-11-29 00:00,"€128572,26"
22182_CPMOTERREY6,ENVOLVENTE,11 NO ADJUDICADO,6/7/2022,2022-07-06 00:00,"€267299,99"
21281_CPSANTAVIRGILIA29,ENVOLVENTE,11 NO ADJUDICADO,9/12/2021,2021-12-09 00:00,"€389881,17"
18258_INDITEXTUERQÜE,FACHADA,08 CONTRATADO,16/7/2018,2018-07-16 00:00,"€8484,75"
20203_DRAGADOS,FACHADA,11 NO ADJUDICADO,5/10/2020,2020-10-05 00:00,"€298069,89"
16049_OHL,PATRIMONIO,03 ENTREGADO - ACTIVO,29/1/2016,2016-01-29 00:00,"€2576,60"
15055_CPREGUERABLOQUE1NOS14,ENVOLVENTE,04 ENTREGADO - INACTIVO,3/3/2015,2015-03-03 00:00,"€399876,09"
19145_CPLOPEDEVEGA23,ENVOLVENTE,11 NO ADJUDICADO,3/6/2019,2019-06-03 00:00,"€45070,00"
17344_CPCAMPODELAESTRELLA1,REHABILITACION,10 NO HACEN OBRA,9/9/2017,2017-09-09 00:00,"€218349,18"
20064_CPSANTAANA4,FACHADA,11 NO ADJUDICADO,10/3/2020,2020-03-10 00:00,"€66455,43"
18049_CPTELLEZ2468,FACHADA,11 NO ADJUDICADO,8/2/2016,2016-02-08 00:00,"€524256,50"
15271_AGUIRRENEWMAN,FACHADA,08 CONTRATADO,11/9/2015,2015-09-11 00:00,"€140930,88"
18356_ACCIONA,FACHADA,11 NO ADJUDICADO,8/10/2018,2018-10-08 00:00,"€108572,59"
22130_OBISPADODEALCALÁDEHENARES,PATRIMONIO,11 NO ADJUDICADO,17/5/2022,2022-05-17 00:00,"€441310,13"
16006_CPKABIECES2SANTURTZI,FACHADA,04 ENTREGADO - INACTIVO,10/12/2015,2015-12-10 00:00,"€278178,10"
15345_CPARCINIEGA11,REHABILITACION,11 NO ADJUDICADO,24/11/2015,2015-11-24 00:00,"€189520,41"
16008_CPSANTAFE2,FACHADA,11 NO ADJUDICADO,21/12/2015,2015-12-21 00:00,"€491577,70"
16304_CPPRIM22,FACHADA,11 NO ADJUDICADO,22/9/2016,2016-09-22 00:00,"€45374,94"
16324_MANOTERASCP,REHABILITACION,10 NO HACEN OBRA,,2023-11-21 10:34,"€177706,19"
18122_FUNDACIÓNCARLOSDEAMBERES,FACHADA,08 CONTRATADO,3/4/2018,2018-04-03 00:00,"€74935,00"
16329_MANOTERASCP,REHABILITACION,10 NO HACEN OBRA,,2023-11-21 10:34,"€180501,86"
18110_CPCOSTANILLADELOSCAPUCHINOS3,REHABILITACION,08 CONTRATADO,14/3/2018,2018-03-14 00:00,"€193271,65"
15023_CPCASTELLANA113,FACHADA,04 ENTREGADO - INACTIVO,15/1/2015,2015-01-15 00:00,"€87477,40"
18216_CPZUMAQUERA76,ENVOLVENTE,04 ENTREGADO - INACTIVO,7/6/2018,2018-06-07 00:00,"€113434,83"
15194_MINISTERIODEFOMENTO,PATRIMONIO,08 CONTRATADO,13/5/2015,2015-05-13 00:00,"€555546,83"
20095_ACKERINVESTNV–SUCURSALEMPORTUGAL,REHABILITACION,11 NO ADJUDICADO,19/2/2020,2020-02-19 00:00,"€6879466,05"
16340_PROPIEDAD,REHABILITACION,03 ENTREGADO - ACTIVO,13/10/2016,2016-10-13 00:00,"€46113,50"
21003_CPCORREDERABAJADESANPABLO7,FACHADA,11 NO ADJUDICADO,3/12/2020,2020-12-03 00:00,"€49814,26"
17086_AGUIRRENEWMAN,OTROS,11 NO ADJUDICADO,,2023-11-21 10:34,"€61869,88"
18225_CPCASTILLALAMANCHA12,ENVOLVENTE,11 NO ADJUDICADO,12/6/2018,2018-06-12 00:00,"€126128,62"
21121_CONVENTOSANTAMARÍADEJESÚS,PATRIMONIO,08 CONTRATADO,18/5/2021,2021-05-18 00:00,"€4495,39"
20083_CPABARO12,ENVOLVENTE,11 NO ADJUDICADO,8/1/2020,2020-01-08 00:00,"€219886,66"
18051_CPCARMENGANDARIAS12,ENVOLVENTE,11 NO ADJUDICADO,23/1/2018,2018-01-23 00:00,"€214366,32"
21091_AYUNTAMIENTODETURÉGANO,PATRIMONIO,03 ENTREGADO - ACTIVO,25/3/2021,2021-03-25 00:00,"€789233,01"
15152_BARCELÓHOTELES,FACHADA,11 NO ADJUDICADO,11/5/2015,2015-05-11 00:00,"€226935,97"
17221_MINISTERIODECULTURA,PATRIMONIO,03 ENTREGADO - ACTIVO,23/5/2017,2017-05-23 00:00,"€161693,46"
19018_CPIBARRA9,ENVOLVENTE,08 CONTRATADO,5/1/2019,2019-01-05 00:00,"€267499,90"
16009_CPJOSÉMARÍACOSSIO17,FACHADA,11 NO ADJUDICADO,15/12/2015,2015-12-15 00:00,"€345959,92"
15049_CPAERONAVE27,ENVOLVENTE,11 NO ADJUDICADO,14/1/2015,2015-01-14 00:00,"€33184,18"
17274_CPSOTODELPARRAL12,REHABILITACION,04 ENTREGADO - INACTIVO,7/8/2017,2017-08-07 00:00,"€155407,76"
19276_CPVALCARLOS5,ENVOLVENTE,08 CONTRATADO,28/10/2019,2019-10-28 00:00,"€130363,60"
19123_CPGRUPOBIDEGAIN8,FACHADA,11 NO ADJUDICADO,7/5/2019,2019-05-07 00:00,"€117018,08"
18321_CPLESASERRA14,ENVOLVENTE,04 ENTREGADO - INACTIVO,18/9/2018,2018-09-18 00:00,"€141602,99"
15301_CPCASTORADETXAGA8BARAKALDO,ENVOLVENTE,11 NO ADJUDICADO,5/10/2015,2015-10-05 00:00,"€39968,71"
15257_CPEDIFICIOPARDALERAS,REHABILITACION,04 ENTREGADO - INACTIVO,10/8/2015,2015-08-10 00:00,"€131097,43"
18305_CPCARRERADESANJERÓNIMO44,REHABILITACION,11 NO ADJUDICADO,19/9/2018,2018-09-19 00:00,"€42940,65"
15330_CPTXABARRI45,FACHADA,11 NO ADJUDICADO,30/10/2015,2015-10-30 00:00,"€55130,38"
15219_CATALUNYACAIXA,FACHADA,11 NO ADJUDICADO,5/4/2013,2013-04-05 00:00,"€842246,41"
18186_CPVALENCIA168,FACHADA,11 NO ADJUDICADO,28/5/2018,2018-05-28 00:00,"€31987,25"
18389_GENERALIREALESTATE,FACHADA,11 NO ADJUDICADO,23/11/2018,2018-11-23 00:00,"€869412,41"
17015_CPREPUBLICAARGENTINA88,FACHADA,11 NO ADJUDICADO,24/11/2017,2017-11-24 00:00,"€89446,87"
18033_CPSANILLÁN5,ENVOLVENTE,11 NO ADJUDICADO,15/1/2018,2018-01-15 00:00,"€197895,91"
19304_CPCOMANDANTEFORTEA9,REHABILITACION,11 NO ADJUDICADO,3/12/2019,2019-12-03 00:00,"€34960,82"
16330_MANOTERASCP,REHABILITACION,10 NO HACEN OBRA,,2023-11-21 10:34,"€179947,39"
17230_CPFUNDACIÓNCESARCARLOS,PATRIMONIO,11 NO ADJUDICADO,,2023-11-21 10:34,"€179984,46"
16072_MINISTERIODEHACIENDA,PATRIMONIO,11 NO ADJUDICADO,4/2/2016,2016-02-04 00:00,"€493832,98"
17367_CPFELIXLANDIN8,FACHADA,04 ENTREGADO - INACTIVO,16/11/2017,2017-11-16 00:00,"€180429,90"
16336_MANOTERASCP,FACHADA,04 ENTREGADO - INACTIVO,20/10/2016,2016-10-20 00:00,"€59991,71"
15306_CPBENIFERRI47,REHABILITACION,11 NO ADJUDICADO,6/10/2015,2015-10-06 00:00,"€77520,45"
16297_CPSERRANO27,FACHADA,11 NO ADJUDICADO,8/9/2016,2016-09-08 00:00,"€70768,90"
18005_CPZAMORA7,ENVOLVENTE,11 NO ADJUDICADO,11/12/2017,2017-12-11 00:00,"€208970,10"
16361_PROPIEDAD,OTROS,03 ENTREGADO - ACTIVO,8/11/2016,2016-11-08 00:00,"€331589,35"
18335_PROPIEDAD,REHABILITACION,08 CONTRATADO,18/10/2018,2018-10-18 00:00,"€15981,10"
16399_CPGERNIKA3456OROZKO,REHABILITACION,11 NO ADJUDICADO,29/11/2016,2016-11-29 00:00,"€87339,37"
15158_CPRIOJA14BARAKALDO,FACHADA,11 NO ADJUDICADO,15/4/2015,2015-04-15 00:00,"€19935,00"
15143_CPENCOMIENDADEPALACIOS218,ENVOLVENTE,11 NO ADJUDICADO,24/4/2015,2015-04-24 00:00,"€55957,42"
15235_AGUIRRENEWMAN,FACHADA,11 NO ADJUDICADO,20/7/2015,2015-07-20 00:00,"€106087,41"
18133_GOBIERNODENAVARRA,PATRIMONIO,03 ENTREGADO - ACTIVO,28/3/2018,2018-03-28 00:00,"€444602,68"
16247_CPNAFARROA20,REHABILITACION,11 NO ADJUDICADO,13/6/2016,2016-06-13 00:00,"€105970,76"
15337_CPAMEZTI5GETXO,ENVOLVENTE,11 NO ADJUDICADO,19/10/2015,2015-10-19 00:00,"€36992,45"
15173_CPPADREJOSÉMARÍA4,REHABILITACION,11 NO ADJUDICADO,15/4/2015,2015-04-15 00:00,"€56698,66"
16004_CPIPARRAGUIRRE47SANTURTZI,FACHADA,04 ENTREGADO - INACTIVO,15/10/2015,2015-10-15 00:00,"€64540,75"
17385_CASADECANARIAS,REHABILITACION,11 NO ADJUDICADO,11/12/2017,2017-12-11 00:00,"€17504,57"
17144_CPSANCLAUDIO52,REHABILITACION,10 NO HACEN OBRA,7/4/2017,2017-04-07 00:00,"€123138,80"
17351_CPLETZEZAR7,FACHADA,08 CONTRATADO,2/11/2017,2017-11-02 00:00,"€76985,68"
16030_CPCAPITÁNCORTÉS11,ENVOLVENTE,04 ENTREGADO - INACTIVO,18/11/2015,2015-11-18 00:00,"€271412,18"
16138_CPSANTJOAN45,FACHADA,08 CONTRATADO,18/4/2016,2016-04-18 00:00,"€80485,03"
16161_CPPLATÓN15,ENVOLVENTE,11 NO ADJUDICADO,28/4/2016,2016-04-28 00:00,"€93463,91"
18177_RONSASA,REHABILITACION,11 NO ADJUDICADO,21/5/2018,2018-05-21 00:00,"€141555,78"
18148_CPFRANCESCPEREZCABRERO,FACHADA,11 NO ADJUDICADO,25/4/2018,2018-04-25 00:00,"€95664,66"
16195_CPSAMANIEGO6BARAKALDO,ENVOLVENTE,11 NO ADJUDICADO,24/5/2016,2016-05-24 00:00,"€316784,40"
17265_CPDOCTORGÓMEZULLA12,REHABILITACION,10 NO HACEN OBRA,4/8/2017,2017-08-04 00:00,"€23058,78"
16043_CPSEGOVIACÁCERES1357,FACHADA,11 NO ADJUDICADO,29/1/2016,2016-01-29 00:00,"€102185,48"
17316_CPSANTURCEJUANDEGARAY10,ENVOLVENTE,04 ENTREGADO - INACTIVO,16/10/2017,2017-10-16 00:00,"€67423,43"
21062_CPMANUELCORTINA8,FACHADA,11 NO ADJUDICADO,4/6/2021,2021-06-04 00:00,"€59812,42"
16158_MANCOMUNIDADDEPROPIETARIOS,REHABILITACION,11 NO ADJUDICADO,4/5/2016,2016-05-04 00:00,"€67955,24"
16211_CPMURRIETA27BARAKALDO,REHABILITACION,11 NO ADJUDICADO,9/6/2016,2016-06-09 00:00,"€44637,65"
16357_CPLOZOÑO13-15-17,FACHADA,08 CONTRATADO,3/11/2016,2016-11-03 00:00,"€179670,21"
18173_IGLESIASAGRADOSCORAZONES,FACHADA,04 ENTREGADO - INACTIVO,1/12/2018,2018-12-01 00:00,"€1077293,56"
15304_PATRIMONIONACIONAL,PATRIMONIO,11 NO ADJUDICADO,15/9/2015,2015-09-15 00:00,"€236014,84"
18401_CPRINCÓNDELAHUERTA10,ENVOLVENTE,10 NO HACEN OBRA,5/12/2018,2018-12-05 00:00,"€96598,86"
19262_INCOGA,FACHADA,11 NO ADJUDICADO,17/10/2019,2019-10-17 00:00,"€119839,87"
15298_CPMARÍADEGUZMÁN4,REHABILITACION,11 NO ADJUDICADO,14/9/2015,2015-09-14 00:00,"€53427,46"
18038_CPDONRAMÓNDELACRUZ64,FACHADA,11 NO ADJUDICADO,15/1/2018,2018-01-15 00:00,"€151297,60"
17280_CPDUQUEDEALBA1,ENVOLVENTE,08 CONTRATADO,21/8/2017,2017-08-21 00:00,"€31482,40"
20144_AYUNTAMIENTODESEVILLA,PATRIMONIO,11 NO ADJUDICADO,30/5/2020,2020-05-30 00:00,"€523281,40"
19172_CABILDOCATEDRALDESEVILLA,PATRIMONIO,08 CONTRATADO,23/5/2019,2019-05-23 00:00,"€9756,32"
20238_JUNTADEANDALUCIA,PATRIMONIO,03 ENTREGADO - ACTIVO,21/10/2020,2020-10-21 00:00,"€650089,29"
18114_CPCASTILLAYLEÓN11,FACHADA,11 NO ADJUDICADO,23/3/2018,2018-03-23 00:00,"€72831,10"
16063_CEDEX,PATRIMONIO,03 ENTREGADO - ACTIVO,27/1/2016,2016-01-27 00:00,"€25585,34"
15010_GENERALISEGUROS,OTROS,08 CONTRATADO,12/1/2015,2015-01-12 00:00,"€110920,90"
18004_CPPORTUGAL16,ENVOLVENTE,11 NO ADJUDICADO,11/12/2017,2017-12-11 00:00,"€204916,18"
16097_SACYR,PATRIMONIO,03 ENTREGADO - ACTIVO,21/3/2016,2016-03-21 00:00,"€1063434,00"
15066_CPANDALUCIA22,ENVOLVENTE,04 ENTREGADO - INACTIVO,19/1/2015,2015-01-19 00:00,"€181947,45"
17147_CPCASTILLALANUEVA31,ENVOLVENTE,11 NO ADJUDICADO,11/4/2017,2017-04-11 00:00,"€204954,54"
15189_CPENRIQUEEGUREN3,FACHADA,11 NO ADJUDICADO,8/6/2015,2015-06-08 00:00,"€39286,75"
16028_CPITURRIAGA12,ENVOLVENTE,08 CONTRATADO,12/1/2016,2016-01-12 00:00,"€241696,76"
17143_CPENTREVÍAS136,REHABILITACION,11 NO ADJUDICADO,7/4/2017,2017-04-07 00:00,"€78328,64"
20217_CPCONDEDEPEÑALVER76,FACHADA,10 NO HACEN OBRA,20/9/2020,2020-09-20 00:00,"€89630,49"
17363_CPSANTARDER12,ENVOLVENTE,10 NO HACEN OBRA,16/11/2017,2017-11-16 00:00,"€209771,32"
16003_CPIPARRAGUIRRE45SANTURTZI,FACHADA,04 ENTREGADO - INACTIVO,15/10/2015,2015-10-15 00:00,"€66684,92"
16373_CPRODRIGUEZARIAS49,FACHADA,04 ENTREGADO - INACTIVO,10/11/2016,2016-11-10 00:00,"€57240,89"
18339_CPSANTURCEMIRAMAR1,ENVOLVENTE,04 ENTREGADO - INACTIVO,19/9/2018,2018-09-19 00:00,"€78780,72"
16099_CPGRUPOSANTIAGOMAYORPRONILLO7,REHABILITACION,11 NO ADJUDICADO,,2023-11-21 10:34,"€84356,09"
17187_CPVICENTEALEIXANDRE21,REHABILITACION,11 NO ADJUDICADO,8/5/2017,2017-05-08 00:00,"€228341,83"
15270_ONCE,REHABILITACION,11 NO ADJUDICADO,10/9/2015,2015-09-10 00:00,"€1171633,53"
20073_VIVIENDAUNIFAMILIAR,REHABILITACION,11 NO ADJUDICADO,25/2/2020,2020-02-25 00:00,"€674612,52"
16218_CPALBERTOALCOCER7,REHABILITACION,11 NO ADJUDICADO,3/5/2016,2016-05-03 00:00,"€145926,02"
19238_CPMARQUÉSDELTURIA2,FACHADA,11 NO ADJUDICADO,25/9/2019,2019-09-25 00:00,"€165452,94"
15154_CPMARCOSGRIJALVO20,FACHADA,11 NO ADJUDICADO,1/4/2015,2015-04-01 00:00,"€226988,20"
21071_CPSANVICENTE44,ENVOLVENTE,08 CONTRATADO,18/3/2021,2021-03-18 00:00,"€75551,67"
20149_CPSANTOVENIA16,ENVOLVENTE,11 NO ADJUDICADO,1/6/2020,2020-06-01 00:00,"€100916,30"
18150_CPITURRIAGA7,FACHADA,11 NO ADJUDICADO,10/4/2018,2018-04-10 00:00,"€94269,22"
18026_CPLORENZOPRESTAMERO8,FACHADA,11 NO ADJUDICADO,15/1/2018,2018-01-15 00:00,"€86957,06"
19205_CPPRÍNCIPEDEVERGARA103,FACHADA,08 CONTRATADO,25/7/2019,2019-07-25 00:00,"€310370,10"
19239_PROPIEDAD,FACHADA,11 NO ADJUDICADO,20/9/2019,2019-09-20 00:00,"€134200,16"
19165_CPRAFAELFERNANDEZHIJICOS2739,REHABILITACION,11 NO ADJUDICADO,10/5/2019,2019-05-10 00:00,"€220416,79"
17391_CPSANTACOMBA6,ENVOLVENTE,04 ENTREGADO - INACTIVO,18/12/2017,2017-12-18 00:00,"€157639,88"
21125_CPFUENCARRAL54,REHABILITACION,11 NO ADJUDICADO,6/5/2021,2021-05-06 00:00,"€29979,41"
17099_CPLARRASKITU42,ENVOLVENTE,11 NO ADJUDICADO,21/2/2017,2017-02-21 00:00,"€172280,90"
15080_CPATXEKOLANDETA10,FACHADA,04 ENTREGADO - INACTIVO,12/3/2015,2015-03-12 00:00,"€59872,91"
18283_CPSANTURCESEBASTIÁNELCANO15,ENVOLVENTE,04 ENTREGADO - INACTIVO,19/7/2018,2018-07-19 00:00,"€105676,38"
17188_CPITURRIBIDE124,ENVOLVENTE,11 NO ADJUDICADO,23/5/2017,2017-05-23 00:00,"€111827,57"
18047_CPFERROL7,ENVOLVENTE,11 NO ADJUDICADO,13/12/2017,2017-12-13 00:00,"€267290,05"
16117_MINISTERIORDEHACIENDA,PATRIMONIO,11 NO ADJUDICADO,16/3/2016,2016-03-16 00:00,"€531643,71"
17182_CPBAJADADELCALERUCO28,ENVOLVENTE,04 ENTREGADO - INACTIVO,15/5/2017,2017-05-15 00:00,"€90745,34"
15299_CONGRESODELOSDIPUTADOS,REHABILITACION,11 NO ADJUDICADO,26/9/2015,2015-09-26 00:00,"€2334733,28"
16149_FUNDACIÓNSANTAMARÍALAREAL,PATRIMONIO,11 NO ADJUDICADO,28/4/2016,2016-04-28 00:00,"€225147,00"
17064_CPSANQUINTÍN10,FACHADA,11 NO ADJUDICADO,24/11/2016,2016-11-24 00:00,"€132570,47"
17262_CPURBIREN2,FACHADA,04 ENTREGADO - INACTIVO,28/7/2017,2017-07-28 00:00,"€71469,92"
16295_CPRIPA7,ENVOLVENTE,11 NO ADJUDICADO,21/1/2016,2016-01-21 00:00,"€156117,56"
16202_UNIVERSIDADDEALCALÁ,FACHADA,11 NO ADJUDICADO,2/6/2016,2016-06-02 00:00,"€58702,60"
16349_CPUDALETXEKO2BARRIKA,REHABILITACION,11 NO ADJUDICADO,25/10/2016,2016-10-25 00:00,"€105605,71"
17255_SEGUROSSANTALUCIA,OTROS,11 NO ADJUDICADO,13/7/2017,2017-07-13 00:00,"€260778,91"
22011_CPBAGATZA8,ENVOLVENTE,11 NO ADJUDICADO,12/1/2022,2022-01-12 00:00,"€33999,38"
21183_CPSANVICENTEFERRER69,FACHADA,11 NO ADJUDICADO,2/8/2021,2021-08-02 00:00,"€77760,25"
18281_CPGRUPOZAZPILANDA5,ENVOLVENTE,04 ENTREGADO - INACTIVO,17/7/2018,2018-07-17 00:00,"€47856,98"
21258_CPMENÉNDEZPELAYO37,FACHADA,08 CONTRATADO,25/10/2021,2021-10-25 00:00,"€7916,00"
18351_CPFUENTESAUCO16,ENVOLVENTE,11 NO ADJUDICADO,29/10/2018,2018-10-29 00:00,"€113759,53"
17215_OFICINADELHISTORIADOR-CONVENTODESANTACLARA,PATRIMONIO,03 ENTREGADO - ACTIVO,10/4/2017,2017-04-10 00:00,"€1441232,26"
